Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Human Development Across the Lifespan - 47211 - CPSY 472 - 010,Class,4:10 pm - 7:00 pm,R,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan S.  Woodhouse (P),,,,,,,
Supervision and Consultation in Counseling - 44526 - CPSY 476 - 010,Class,4:10 pm - 7:00 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Arpana Govindan  Inman (P),,,,,,,
Master's Counseling Practicum - 49579 - CPSY 479 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Amanda Gail  Eckhardt (P),,,,,,,
Masters Internship I - 42067 - CPSY 480 - 010,Class,4:10 pm - 7:00 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda Gail  Eckhardt (P),,,,,,,
Masters Internship I - 40719 - CPSY 480 - 011,Class,7:10 pm - 10:00 pm,TR,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda Gail  Eckhardt (P),,,,,,,
Masters Internship I/CHS - 49575 - CPSY 480 - 012,Class,4:00 pm - 7:00 pm,R,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda Gail  Eckhardt (P),,,,,,,
Masters Internship I - 46368 - CPSY 480 - D10,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Full On line Class,Amanda Gail  Eckhardt (P),,,,,,,
Advanced Doctoral Practicum I - 40108 - CPSY 487 - 010,Class,4:10 pm - 7:00 pm,T,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Arnold R.  Spokane (P),,,,,,,
Advanced Doctoral Practicum III - 40720 - CPSY 489 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda Gail  Eckhardt (P),,,,,,,
Advanced Field Placement - 47042 - CPSY 492 - 011,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Lecture,Amanda Gail  Eckhardt (P),,,,,,,
Counseling Psychology Doctoral Internship - 40721 - CPSY 498 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Teaching   Staff (P),,,,,,,
Dissertation - 40722 - CPSY 499 - 010,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Dissertation,Teaching   Staff (P),,,,,,,
Dissertation - 41095 - CPSY 499 - 011,Class,TBA,,To Be Determined-Hrs Arranged,"Aug 25, 2014 - Dec 05, 2014",Dissertation,Teaching   Staff (P),,,,,,,
